date,code,name,action,price,execution_price,position_change_pct,reason,phase,realized_account_pct,execution_quantity,cost_basis,trade_side,quantity,trade_amount,commission_amount,stamp_duty_amount,slippage_amount,transaction_cost_amount,allocated_entry_fee_amount,cost_amount,gross_pnl_amount,profit_loss_amount,profit_loss_pct,cash_change_amount,requested_position_pct,cash_limited,lot_rounded,board_lot_size,grid_slot,value_line,account_mode,selection_reason,trade_basis_score,trade_basis_reason,technical_alignment,ima_web_validation,signal_type,entry_evidence_score,entry_evidence,industry_tags,structure_ratio,anchor_low,anchor_high,anchor_pullback_low,anchor_low_date,anchor_high_date,anchor_pullback_low_date,gap_up,volume_node_date,volume_node_confirmed_on,valid_volume_node_count
2025-01-23,sz.301498,乖宝宠物,右侧买入,93.65,93.65,14.05,"R15; 浮盈加仓50%; 上涨波段75.0%拉回支撑5%区域; 共振=MA5,MA10; close_confirmed",exited,-0.0082,1500.0,93.65,买入,1500.0,140475.0,11.94,0.0,70.24,82.18,0.0,,,-82.18,-0.0585,-140557.18,14.754600000000002,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+24.5%；60日强度+44.2%；120日强度+110.3%；距120日高点-3.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,trade_ready,aligned,uptrend_support_pullback,7.0,"['primary:uptrend_support_pullback+4', 'entry_within_structure_zone', 'close_above_rising_or_reclaimed_ma20+1', 'ma20_ma60_rising_alignment+2']",,0.75,75.42,94.82,,2025-01-06,2025-01-21,,,,,
2025-02-05,sh.688408,中信博,左侧网格买入,57.309,57.309153023231495,1.15,L8; 价值线网格第8份; intraday_cross,watch,-0.0011,200.0,57.309153023231495,买入,200.0,11461.83,5.0,0.0,5.73,10.73,0.0,,,-10.73,-0.0936,-11472.56,2.0,False,True,200.0,7.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-02-06,sz.301498,乖宝宠物,收盘条件退出,88.51,88.51,-14.05,R15; condition stop; 14:55/close proxy,watch,-0.7854,-1500.0,93.65,卖出,1500.0,132765.0,11.29,66.38,66.38,144.05,82.18,140475.0,-7710.0,-7936.23,-5.6463,132620.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,sz.301498,乖宝宠物,统一分仓收盘止盈1份,88.51,88.51,-5.62,止盈条件=trailing_10; 14:55/close proxy,watch,1.4523,-800.0,70.26,卖出,800.0,70808.0,6.02,35.4,35.4,76.83,32.88,56208.0,14600.0,14490.29,25.7647,70731.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-07,sz.301498,乖宝宠物,右侧买入,90.06,90.06,11.71,"R16; 浮盈加仓50%; 上涨波段75.0%拉回支撑5%区域; 共振=MA10,MA20; close_confirmed",watch,-0.0068,1300.0,90.06,买入,1300.0,117078.0,9.95,0.0,58.54,68.49,0.0,,,-68.49,-0.0585,-117146.49,11.9442,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+14.2%；60日强度+39.0%；120日强度+106.3%；距120日高点-9.2%；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.84倍；多周期均量扣低走高,9.0,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.84倍；多周期均量扣低走高,trade_ready,aligned,uptrend_support_pullback,12.0,"['primary:uptrend_support_pullback+4', 'volume_confirmed+1', 'entry_within_structure_zone', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2', 'large_wave_structure+2']",,0.75,55.63,98.88,,2024-10-18,2025-01-27,,,,,
2025-02-07,sz.300442,润泽科技,右侧买入,61.22,61.22,14.69,R17; 浮盈加仓50%; 上涨波段75.0%拉回支撑5%区域; 共振=MA5; close_confirmed,watch,-0.0086,2400.0,61.22,买入,2400.0,146928.0,12.49,0.0,73.46,85.95,0.0,,,-85.95,-0.0585,-147013.95,14.9985,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+19.5%；60日强度+88.1%；120日强度+191.9%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,trade_ready,aligned,uptrend_support_pullback,10.0,"['primary:uptrend_support_pullback+4', 'volume_confirmed+1', 'entry_within_structure_zone', 'entry_tight_to_structure+1', 'close_above_rising_or_reclaimed_ma20+1', 'ma20_ma60_rising_alignment+2', 'gap_up+1']",,0.75,46.06,65.74,,2025-01-08,2025-02-05,,,,,
2025-02-10,sz.300442,润泽科技,收盘条件退出,60.51,60.51,-14.69,R17; condition stop; 14:55/close proxy,watch,-0.1862,-2400.0,61.22,卖出,2400.0,145224.0,12.34,72.61,72.61,157.57,85.95,146928.0,-1704.0,-1947.52,-1.3247,145066.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-11,sz.300442,润泽科技,统一分仓收盘止盈1份,57.31,57.31,-6.0,止盈条件=trailing_10; 14:55/close proxy,watch,0.2979,-1100.0,54.54,卖出,1100.0,63041.0,5.36,31.52,31.52,68.4,35.1,59994.0,3047.0,2943.5,4.9035,62972.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-11,sz.300442,润泽科技,右侧买入,57.31,57.31,11.46,"R18; 浮盈加仓50%; 上涨波段75.0%拉回支撑5%区域; 共振=MA10,MA20; close_confirmed",watch,-0.0067,2000.0,57.31,买入,2000.0,114620.0,9.74,0.0,57.31,67.05,0.0,,,-67.05,-0.0585,-114687.05,11.998800000000001,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+27.0%；60日强度+82.1%；120日强度+191.8%；距120日高点-1.3%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,trade_ready,aligned,uptrend_support_pullback,12.0,"['primary:uptrend_support_pullback+4', 'entry_within_structure_zone', 'entry_tight_to_structure+1', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2', 'large_wave_structure+2']",,0.75,30.16,65.74,,2024-11-01,2025-02-05,,,,,
2025-02-13,sz.300442,润泽科技,收盘条件退出,55.89,55.89,-11.46,R18; condition stop; 14:55/close proxy,watch,-0.2961,-2000.0,57.31,卖出,2000.0,111780.0,9.5,55.89,55.89,121.28,67.05,114620.0,-2840.0,-3028.33,-2.6405,111658.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-13,sz.300442,润泽科技,统一分仓收盘止盈1份,55.89,55.89,-6.0,止盈条件=profit_floor; 14:55/close proxy,watch,0.1418,-1100.0,54.54,卖出,1100.0,61479.0,5.23,30.74,30.74,66.7,35.1,59994.0,1485.0,1383.2,2.3042,61412.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-17,sh.688408,中信博,左侧网格买入,54.444,54.44369537206992,1.09,L9; 价值线网格第9份; intraday_cross,active,-0.001,200.0,54.44369537206992,买入,200.0,10888.74,5.0,0.0,5.44,10.44,0.0,,,-10.44,-0.0959,-10899.18,2.0,False,True,200.0,8.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-02-18,sz.300442,润泽科技,统一分仓收盘止盈1份,54.63,54.63,-6.0,止盈条件=rising_ma20_break_3pct; 14:55/close proxy,active,0.0034,-1100.0,54.54,卖出,1100.0,60093.0,5.11,30.05,30.05,65.2,35.1,59994.0,99.0,-1.3,-0.0022,60027.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-18,sz.301498,乖宝宠物,收盘条件退出,86.86,86.86,-11.71,R16; condition stop; 14:55/close proxy,active,-0.4283,-1300.0,90.06,卖出,1300.0,112918.0,9.6,56.46,56.46,122.52,68.49,117078.0,-4160.0,-4351.01,-3.7142,112795.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-18,sz.301498,乖宝宠物,统一分仓收盘止盈1份,86.86,86.86,-5.62,止盈条件=rising_ma20_break_3pct; 14:55/close proxy,active,1.3205,-800.0,70.26,卖出,800.0,69488.0,5.91,34.74,34.74,75.39,32.88,56208.0,13280.0,13171.72,23.4202,69412.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-19,sz.300442,润泽科技,汰弱退出,54.64,54.64,-12.0,R14; 低效率仓次日开盘退出,active,0.009,-2200.0,54.54,卖出,2200.0,120208.0,10.22,60.1,60.1,130.43,70.19,119988.0,220.0,19.38,0.0161,120077.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-19,sz.301498,乖宝宠物,右侧买入,84.92,84.92,8.49,R19; 浮盈加仓50%; 上涨波段62.5%拉回支撑5%区域; 共振=MA60; close_confirmed,active,-0.005,1000.0,84.92,买入,1000.0,84920.0,7.22,0.0,42.46,49.68,0.0,,,-49.68,-0.0585,-84969.68,9.1338,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+6.5%；60日强度+41.5%；120日强度+109.7%；距120日高点-10.9%；MA20/MA60同步上扬；贴近上扬MA20支撑；多周期均量扣低走高,7.0,MA20/MA60同步上扬；贴近上扬MA20支撑；多周期均量扣低走高,trade_ready,aligned,uptrend_support_pullback,10.0,"['primary:uptrend_support_pullback+4', 'volume_confirmed+1', 'volume_expanded_1_3x+1', 'entry_extended_from_structure-2', 'ma20_ma60_rising_alignment+2', 'deduction_low_price_volume_ma60+2', 'large_wave_structure+2']",,0.625,50.7,98.88,,2024-06-19,2025-01-27,,,,,
2025-02-21,sh.688578,艾力斯,右侧买入,73.69,73.69,29.48,R20; 33未三日下行首仓; 整理平台收盘放量突破; 平台上沿止损; close_confirmed,active,-0.0172,4000.0,73.69,买入,4000.0,294760.0,25.05,0.0,147.38,172.43,0.0,,,-172.43,-0.0585,-294932.43,30.0,False,True,200.0,,,,基本面硬条件通过且多周期强度居前；20日强度+12.6%；60日强度+42.3%；120日强度+32.2%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,trade_ready,aligned,consolidation_breakout,11.0,"['primary:consolidation_breakout+4', 'volume_confirmed+1', 'entry_within_structure_zone', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2', 'gap_up+1']",,,,,,,,,,,,
2025-02-26,sh.688408,中信博,左侧网格卖出,60.325,60.325424234980524,-1.15,L8; 上一格卖出; intraday_cross,active,0.0586,-200.0,57.309153023231495,卖出,200.0,12065.08,5.0,6.03,6.03,17.07,10.73,11461.83,603.25,575.46,5.016,12048.02,,,,,7.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-02-26,sh.688408,中信博,左侧网格卖出,57.309,57.309153023231495,-1.09,L9; 上一格卖出; intraday_cross,active,0.0557,-200.0,54.44369537206992,卖出,200.0,11461.83,5.0,5.73,5.73,16.46,10.44,10888.74,573.09,546.19,5.0112,11445.37,,,,,8.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-03-03,sh.688408,中信博,左侧网格买入,57.309,57.309153023231495,1.15,L8; 价值线网格第8份; intraday_cross,active,-0.0011,200.0,57.309153023231495,买入,200.0,11461.83,5.0,0.0,5.73,10.73,0.0,,,-10.73,-0.0936,-11472.56,2.0,False,True,200.0,7.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-03-06,sz.301498,乖宝宠物,收盘条件退出,87.63,87.63,-8.49,R19; entry time condition; 14:55/close proxy,active,0.2615,-1000.0,84.92,卖出,1000.0,87630.0,7.45,43.81,43.81,95.08,49.68,84920.0,2710.0,2565.24,3.019,87534.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-07,sh.688408,中信博,左侧网格买入,54.444,54.44369537206992,1.09,L9; 价值线网格第9份; intraday_cross,active,-0.001,200.0,54.44369537206992,买入,200.0,10888.74,5.0,0.0,5.44,10.44,0.0,,,-10.44,-0.0959,-10899.18,2.0,False,True,200.0,8.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-03-10,sh.688578,艾力斯,右侧买入,79.2,79.2,14.26,"R21; 浮盈加仓50%; 上涨波段75.0%拉回支撑5%区域; 共振=MA5,MA10; close_confirmed",active,-0.0083,1800.0,79.2,买入,1800.0,142560.0,12.12,0.0,71.28,83.4,0.0,,,-83.4,-0.0585,-142643.4,14.738000000000001,False,True,200.0,,,,基本面硬条件通过且多周期强度居前；20日强度+15.6%；60日强度+40.8%；120日强度+75.8%；距120日高点-2.3%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,9.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,trade_ready,aligned,uptrend_support_pullback,12.0,"['primary:uptrend_support_pullback+4', 'volume_confirmed+1', 'volume_expanded_1_3x+1', 'entry_within_structure_zone', 'entry_tight_to_structure+1', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2']",,0.75,61.06,84.55,,2024-06-25,2025-03-06,,,,,
2025-03-11,sh.688408,中信博,左侧网格卖出,57.309,57.309153023231495,-1.09,L9; 上一格卖出; intraday_cross,active,0.0557,-200.0,54.44369537206992,卖出,200.0,11461.83,5.0,5.73,5.73,16.46,10.44,10888.74,573.09,546.19,5.0112,11445.37,,,,,8.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-03-11,sh.688578,艾力斯,收盘条件退出,77.73,77.73,-14.26,R21; condition stop; 14:55/close proxy,active,-0.2798,-1800.0,79.2,卖出,1800.0,139914.0,11.89,69.96,69.96,151.81,83.4,142560.0,-2646.0,-2881.2,-2.0199,139762.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-12,sh.688578,艾力斯,统一分仓收盘止盈1份,76.22,76.22,-5.9,止盈条件=profit_floor; 14:55/close proxy,active,0.1958,-800.0,73.69,卖出,800.0,60976.0,5.18,30.49,30.49,66.16,34.49,58952.0,2024.0,1923.35,3.2607,60909.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-14,sh.688578,艾力斯,统一分仓收盘止盈1份,72.56,72.56,-5.9,止盈条件=rising_ma20_break_3pct; 14:55/close proxy,active,-0.0967,-800.0,73.69,卖出,800.0,58048.0,5.0,29.02,29.02,63.05,34.49,58952.0,-904.0,-1001.53,-1.6979,57984.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-17,sz.301498,乖宝宠物,右侧买入,89.3,89.3,8.93,"R22; 浮盈加仓50%; 上涨波段75.0%拉回支撑5%区域; 共振=MA10,MA20,MA60; close_confirmed",active,-0.0052,1000.0,89.3,买入,1000.0,89300.0,7.59,0.0,44.65,52.24,0.0,,,-52.24,-0.0585,-89352.24,9.1338,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+3.9%；60日强度+40.5%；120日强度+103.6%；距120日高点-0.8%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,9.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,trade_ready,aligned,uptrend_support_pullback,13.0,"['primary:uptrend_support_pullback+4', 'volume_confirmed+1', 'volume_expanded_1_3x+1', 'entry_within_structure_zone', 'entry_tight_to_structure+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2', 'large_wave_structure+2']",,0.75,50.7,100.96,,2024-06-19,2025-03-13,,,,,
2025-03-18,sh.688578,艾力斯,汰弱退出,73.82,73.82,-17.69,R20; 低效率仓次日开盘退出,active,0.012,-2400.0,73.69,卖出,2400.0,177168.0,15.06,88.58,88.58,192.23,103.46,176856.0,312.0,16.31,0.0092,176975.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-18,sz.301498,乖宝宠物,收盘条件退出,88.24,88.24,-8.93,R22; condition stop; 14:55/close proxy,active,-0.1156,-1000.0,89.3,卖出,1000.0,88240.0,7.5,44.12,44.12,95.74,52.24,89300.0,-1060.0,-1207.98,-1.3519,88144.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19,sz.301498,乖宝宠物,右侧买入,88.55,88.55,8.86,"R23; 浮盈加仓50%; 上涨波段75.0%拉回支撑5%区域; 共振=MA10,MA20,MA60; close_confirmed",active,-0.0052,1000.0,88.55,买入,1000.0,88550.0,7.53,0.0,44.27,51.8,0.0,,,-51.8,-0.0585,-88601.8,9.1338,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+1.6%；60日强度+27.8%；120日强度+79.4%；距120日高点-9.5%；MA20/MA60同步上扬；贴近上扬MA20支撑；量能高于5/10日基准1.28倍；多周期均量扣低走高,9.0,MA20/MA60同步上扬；贴近上扬MA20支撑；量能高于5/10日基准1.28倍；多周期均量扣低走高,trade_ready,aligned,uptrend_support_pullback,11.0,"['primary:uptrend_support_pullback+4', 'entry_within_structure_zone', 'entry_tight_to_structure+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2', 'large_wave_structure+2']",,0.75,50.03,100.96,,2024-06-07,2025-03-13,,,,,
2025-03-21,sh.603596,伯特利,右侧买入,41.625,41.625,29.97,R24; 33未三日下行首仓; 连阳波段一半拉回; 一半位置止损; intraday_cross,active,-0.0175,7200.0,41.625,买入,7200.0,299700.0,25.47,0.0,149.85,175.32,0.0,,,-175.32,-0.0585,-299875.32,30.0,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+6.9%；60日强度+37.6%；120日强度+73.4%；距120日高点-0.1%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,9.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,trade_ready,aligned,bull_run_half_pullback,10.0,"['primary:bull_run_half_pullback+4', 'entry_within_structure_zone', 'entry_tight_to_structure+1', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2']",,,,,,,,,,,,
2025-03-25,sh.603596,伯特利,收盘条件退出,41.01,41.01,-29.97,R24; condition stop; 14:55/close proxy,active,-0.4748,-7200.0,41.625,卖出,7200.0,295272.0,25.1,147.64,147.64,320.37,175.32,299700.0,-4428.0,-4923.69,-1.6419,294951.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-25,sz.301498,乖宝宠物,收盘条件退出,85.37,85.37,-8.86,R23; condition stop; 14:55/close proxy,active,-0.3273,-1000.0,88.55,卖出,1000.0,85370.0,7.26,42.69,42.69,92.63,51.8,88550.0,-3180.0,-3324.43,-3.7521,85277.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,sh.688408,中信博,左侧网格买入,54.444,54.44369537206992,1.09,L9; 价值线网格第9份; intraday_cross,exited,-0.001,200.0,54.44369537206992,买入,200.0,10888.74,5.0,0.0,5.44,10.44,0.0,,,-10.44,-0.0959,-10899.18,2.0,False,True,200.0,8.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-03-31,sz.002648,卫星化学,右侧买入,21.85,21.85,19.88,R25; 33三日下行试错首仓; 整理平台收盘放量突破; 平台上沿止损; close_confirmed,exited,-0.0116,9100.0,21.85,买入,9100.0,198835.0,16.9,0.0,99.42,116.32,0.0,,,-116.32,-0.0585,-198951.32,20.0,False,True,100.0,,,,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.40倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+6.3%；60日强度+22.8%；120日强度+39.5%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.40倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.40倍；多周期均量扣低走高,trade_ready,aligned,consolidation_breakout,11.0,"['primary:consolidation_breakout+4', 'volume_confirmed+1', 'entry_within_structure_zone', 'entry_tight_to_structure+1', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2']",,,,,,,,,,,,
2025-04-01,sz.002648,卫星化学,收盘条件退出,21.5,21.5,-19.88,R25; condition stop; 14:55/close proxy,exited,-0.3397,-9100.0,21.85,卖出,9100.0,195650.0,16.63,97.83,97.83,212.28,116.32,198835.0,-3185.0,-3513.6,-1.7661,195437.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-01,sh.688578,艾力斯,右侧买入,87.5,87.5,19.25,R26; 33三日下行试错首仓; W底收盘放量突破颈线; close_confirmed,exited,-0.0113,2200.0,87.5,买入,2200.0,192500.0,16.36,0.0,96.25,112.61,0.0,,,-112.61,-0.0585,-192612.61,20.0,False,True,200.0,,,,基本面硬条件通过且多周期强度居前；20日强度+8.7%；60日强度+39.5%；120日强度+92.9%；距120日高点-0.4%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,9.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,trade_ready,aligned,w_bottom_neckline,13.0,"['primary:w_bottom_neckline+6', 'volume_confirmed+1', 'volume_expanded_1_3x+1', 'entry_within_structure_zone', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2']",,,,,,,,,,,,
2025-04-07,sh.688408,中信博,左侧网格买入,49.25,49.25,1.97,L10; 价值线网格第10份; gap_or_open_fill,exited,-0.0015,400.0,49.25,买入,400.0,19700.0,5.0,0.0,9.85,14.85,0.0,,,-14.85,-0.0754,-19714.85,2.0,False,True,200.0,9.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-04-07,sh.688578,艾力斯,止损清仓,78.75,78.75,-19.25,R26; hard space stop 78.750; intraday_stop,exited,-1.9438,-2200.0,87.5,卖出,2200.0,173250.0,14.73,86.62,86.62,187.98,112.61,192500.0,-19250.0,-19550.59,-10.1502,173062.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-21,sz.002773,康弘药业,右侧买入,27.14,27.14,19.81,R27; 33三日下行试错首仓; W底收盘放量突破颈线; close_confirmed,exited,-0.0116,7300.0,27.14,买入,7300.0,198122.0,16.84,0.0,99.06,115.9,0.0,,,-115.9,-0.0585,-198237.9,20.0,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+15.0%；60日强度+37.2%；120日强度+27.4%；距120日高点-6.0%；MA20/MA60同步上扬；收盘站上MA20,6.0,MA20/MA60同步上扬；收盘站上MA20,watch,aligned,w_bottom_neckline,12.0,"['primary:w_bottom_neckline+6', 'volume_confirmed+1', 'entry_within_structure_zone', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2']",,,,,,,,,,,,
2025-04-25,sz.002773,康弘药业,收盘条件退出,25.9,25.9,-19.81,R27; condition stop; 14:55/close proxy,exited,-0.9257,-7300.0,27.14,卖出,7300.0,189070.0,16.07,94.53,94.53,205.14,115.9,198122.0,-9052.0,-9373.04,-4.7282,188864.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28,sz.301498,乖宝宠物,右侧买入,110.05,110.05,8.8,R28; 浮盈加仓50%; 上涨波段75.0%拉回支撑5%区域; 共振=MA5; close_confirmed,exited,-0.0052,800.0,110.05,买入,800.0,88040.0,7.48,0.0,44.02,51.5,0.0,,,-51.5,-0.0585,-88091.5,9.1338,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+30.1%；60日强度+23.3%；120日强度+77.9%；距120日高点-5.2%；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.93倍；多周期均量扣低走高,9.0,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.93倍；多周期均量扣低走高,trade_ready,aligned,uptrend_support_pullback,11.0,"['primary:uptrend_support_pullback+4', 'volume_confirmed+1', 'entry_within_structure_zone', 'entry_tight_to_structure+1', 'close_above_rising_or_reclaimed_ma20+1', 'ma20_ma60_rising_alignment+2', 'large_wave_structure+2']",,0.75,75.42,120.1,,2025-01-06,2025-04-24,,,,,
2025-04-30,sz.301498,乖宝宠物,收盘条件退出,107.39,107.39,-8.8,R28; condition stop; 14:55/close proxy,exited,-0.2221,-800.0,110.05,卖出,800.0,85912.0,7.3,42.96,42.96,93.21,51.5,88040.0,-2128.0,-2272.72,-2.58,85818.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,sz.301498,乖宝宠物,统一分仓收盘止盈1份,104.22,104.22,-5.62,止盈条件=volume_node_break:2025-04-29; 14:55/close proxy,exited,2.7078,-800.0,70.26,卖出,800.0,83376.0,7.09,41.69,41.69,90.46,32.88,56208.0,27168.0,27044.66,48.0872,83285.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,sz.301498,乖宝宠物,右侧买入,104.22,104.22,6.25,R29; 浮盈加仓50%; 上涨波段75.0%拉回支撑5%区域; 共振=MA10; close_confirmed,exited,-0.0037,600.0,104.22,买入,600.0,62532.0,5.32,0.0,31.27,36.58,0.0,,,-36.58,-0.0585,-62568.58,6.3233999999999995,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+18.6%；60日强度+10.2%；120日强度+70.6%；距120日高点-9.6%；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,7.0,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,trade_ready,aligned,uptrend_support_pullback,14.0,"['primary:uptrend_support_pullback+4', 'volume_confirmed+1', 'entry_within_structure_zone', 'entry_tight_to_structure+1', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2', 'deduction_low_price_volume_ma20+1', 'large_wave_structure+2']",,0.75,55.63,120.1,,2024-10-18,2025-04-24,,,,,
2025-05-07,sh.688408,中信博,左侧价值证伪清仓,48.46,48.46,-1.28,L1; quality_score_below_70;earnings_yoy_below_10pct;mktcap_below_100; 次日开盘退出,exited,-0.3109,-200.0,63.93,卖出,200.0,9692.0,5.0,4.85,4.85,14.69,11.39,12786.0,-3094.0,-3120.09,-24.3806,9677.31,,,,,0.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-05-07,sh.688408,中信博,左侧价值证伪清仓,48.46,48.46,-1.28,L2; quality_score_below_70;earnings_yoy_below_10pct;mktcap_below_100; 次日开盘退出,exited,-0.3109,-200.0,63.93,卖出,200.0,9692.0,5.0,4.85,4.85,14.69,11.39,12786.0,-3094.0,-3120.09,-24.3806,9677.31,,,,,1.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-05-07,sh.688408,中信博,左侧价值证伪清仓,48.46,48.46,-1.28,L3; quality_score_below_70;earnings_yoy_below_10pct;mktcap_below_100; 次日开盘退出,exited,-0.3109,-200.0,63.93,卖出,200.0,9692.0,5.0,4.85,4.85,14.69,11.39,12786.0,-3094.0,-3120.09,-24.3806,9677.31,,,,,2.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
